floating_date;latitude;longitude;magnitude;depth
0.07035373;451.7965254;497.169914;2.8966;0
0.07068501;518.2564935;119.9228595;2.5092;0
0.071042026;374.5251593;450.5426432;2.6548;0
0.07372512;212.9551782;508.5850922;2.5177;0
0.076596304;248.9094729;546.9254691;2.9044;0
0.07701191;451.5381783;329.4156971;2.769;0
0.077404517;258.9159491;544.8452454;2.6851;0
0.077621903;264.0190906;517.8384642;2.8085;0
0.077689254;270.6238147;484.1331289;3.6574;0
0.077832444;227.4241735;425.3910779;3.0102;0
0.077976454;312.6740344;469.470701;3.3847;0
0.078274059;158.0049885;570.8145102;2.6172;0
0.080004381;317.0091045;526.5328926;2.8887;0
0.08922026;522.07863;60.5944277;2.7237;0
0.090455305;300.3812032;306.5216614;3.0689;0
0.090644216;315.2422003;149.8934912;2.6567;0
0.094807666;285.1320983;478.879706;3.12;0
0.100962628;175.0920441;584.4098691;2.8399;0
0.105136482;285.0387842;479.0050391;2.5396;0
0.108016427;213.5951001;500.9749376;3.4992;0
0.108390144;324.9973148;567.1071407;2.8553;0
0.122995483;544.3907706;37.8976422;2.564;0
0.125136756;476.133601;20.4063068;3.1128;0
0.126408214;187.9715265;588.7181894;2.9296;0
0.128401643;162.8906926;371.9542739;2.6052;0
0.132072827;336.2712244;527.992748;3.2732;0
0.132508966;162.9163979;372.094854;2.6269;0
0.132713758;306.8340897;506.2092047;3.2555;0
0.133312526;335.540793;527.5227469;2.5324;0
0.137260233;51.7310859;520.8846233;2.7302;0
0.143081725;28.4675266;551.7982677;3.2864;0
0.143669541;27.444969;549.9116602;2.6201;0
0.146044353;494.3560439;368.6232292;3.26;0
0.146309925;494.2797271;369.5509028;2.8461;0
0.146918823;482.0379088;364.649834;2.9551;0
0.147263518;155.2022809;79.8462015;2.5025;0
0.147655305;317.7809314;272.7364076;3.0292;0
0.148461054;274.4742373;526.6926477;2.5671;0
0.151051882;293.0306833;462.2915664;3.2916;0
0.151283504;479.4089311;377.7097227;3.1512;0
0.151333607;210.8720588;487.9985588;2.6625;0
0.155916222;281.8123476;488.7936372;3.5873;0
0.157353867;412.8358138;288.009395;2.6876;0
0.157863107;486.6189303;361.8468744;2.9098;0
0.158750719;209.8468828;357.8398374;3.1588;0
0.158799726;208.6143801;358.700422;2.7063;0
0.160972485;279.2033486;487.9176332;2.7289;0
0.163321834;53.0408354;571.6693552;2.6363;0
0.163906092;508.8733451;305.4125653;3.3441;0
0.16391896;509.1858374;305.4163966;3.7411;0
0.164977139;278.8257644;488.2442016;3.7473;0
0.165242437;510.0762217;304.5621944;2.5392;0
0.165484189;52.6951204;571.9357816;3.5551;0
0.165834634;53.0175487;572.1681233;3.8987;0
0.166191376;53.4439534;569.1504882;2.5323;0
0.166796715;280.9642361;502.9381845;2.8361;0
0.167542505;274.1924672;506.2760327;4.1613;0
0.167549897;279.160987;512.998162;2.5925;0
0.167710062;209.1786994;501.2647609;3.3869;0
0.167735797;209.2444115;501.1663718;2.6256;0
0.168589459;505.8366782;383.2132147;2.6556;0
0.170404381;164.5373783;353.8087396;2.8043;0
0.170867625;513.3650766;505.3558572;2.5306;0
0.1709013;513.153329;503.9836863;3.323;0
0.171908556;273.8927798;505.5179453;2.6523;0
0.172520739;289.2781518;507.6104357;2.7427;0
0.174970568;196.706165;0.9644233;2.5196;0
0.174991923;278.7350727;503.9132409;2.6176;0
0.175675838;334.0482789;487.3480101;2.7898;0
0.175686242;333.6038443;488.774208;2.5758;0
0.18461191;286.6563078;502.463431;2.6054;0
0.184643943;284.3832396;503.2642731;2.7969;0
0.185179466;296.3344064;195.6410209;2.8288;0
0.185561396;314.370709;149.6117667;3.2597;0
0.18576345;320.2994365;162.8957233;3.3458;0
0.18700178;284.4572182;503.3672404;2.9553;0
0.187047502;321.7467092;162.7019245;2.5367;0
0.187283231;242.4552686;533.3429353;3.1499;0
0.189125804;321.731295;162.8219858;2.7009;0
0.189406708;243.4643817;533.9867979;3.1024;0
0.189436277;241.6489599;535.6068804;2.5336;0
0.190505681;210.7373972;505.1062164;2.7003;0
0.191324572;177.9700605;577.6605727;3.0953;0
0.192870363;300.6595094;301.8269395;3.0533;0
0.196890623;318.5106305;147.3770213;2.8925;0
0.200927036;387.5467717;238.7181484;3.3198;0
0.201503901;516.6054924;315.0598055;2.8901;0
0.203567693;209.5667201;501.7565378;3.6809;0
0.203915127;188.7124545;523.9159105;2.5512;0
0.205556468;276.6979254;496.7382873;2.8039;0
0.207029979;527.8781158;322.5609786;3.5947;0
0.209164682;207.9035218;465.354317;2.719;0
0.210332923;273.6041766;507.5836678;2.8327;0
0.210790144;183.953868;475.0787104;2.5412;0
0.21595729;325.1879629;526.3239031;3.0875;0
0.216030664;324.8733416;526.7120055;2.9364;0
0.21954141;523.2747989;61.8574841;3.5597;0
0.219541958;522.8836106;62.0733336;3.3578;0
0.219613689;523.8535667;61.2487584;3.1126;0
0.219773032;523.45536;62.6726369;3.2046;0
0.221880356;276.7586233;491.711304;2.8591;0
0.224079671;282.5524064;502.023089;2.5074;0
0.225906092;211.5875417;509.1526;4.0997;0
0.225983025;283.9556524;466.9280134;3.3365;0
0.227492402;240.6201393;270.1990846;3.0207;0
0.227672005;317.0910835;278.2705801;3.1914;0
0.228013689;511.9580636;314.1075715;2.5029;0
0.22876386;110.4312828;341.1238471;3.1155;0
0.23098371;136.3619701;347.829266;2.7417;0
0.233071047;313.5592399;299.6336647;4.4993;0
0.233081451;313.9422836;302.8248959;3.5842;0
0.233110198;320.1183228;298.574783;2.5844;0
0.23311896;316.8780269;296.7094902;2.59;0
0.233166598;329.2002456;300.6222985;2.6105;0
0.233508008;314.8306658;300.3136664;3.2903;0
0.235275291;321.1305978;306.7329686;2.5661;0
0.236092813;306.0924986;186.5500935;3.5857;0
0.238657084;293.1488921;393.5071996;2.5854;0
0.240238741;317.4889601;465.6244129;2.6984;0
0.240921561;306.8684602;453.3881023;2.6051;0
0.241006434;200.819351;514.721152;2.5421;0
0.241485558;47.1425492;476.3448107;2.7588;0
0.242519644;277.027137;524.4430299;2.7191;0
0.247945517;210.0089511;501.0482725;2.9283;0
0.251945243;213.2224578;432.9871038;2.9016;0
0.25435729;359.3904605;338.4382765;2.9221;0
0.254734565;261.0459595;547.1357712;2.6082;0
0.256342505;375.7180923;271.9166198;2.5057;0
0.256882136;44.1650999;516.1993545;2.9932;0
0.258696783;304.4454646;185.1209317;2.5683;0
0.269047775;52.4756706;572.4077981;3.0063;0
0.269361807;52.7239119;572.3579983;2.7836;0
0.271332512;51.8660322;572.3652336;2.7827;0
0.271370568;262.6441085;513.3468315;2.6799;0
0.273037645;210.1438887;510.5354662;2.5702;0
0.275971253;286.0413874;383.3443985;3.5857;0
0.276278987;287.3884943;383.3584084;2.866;0
0.276469268;287.2527655;383.1380848;3.1819;0
0.278422724;315.5052882;296.1329838;3.2743;0
0.278599042;315.9029594;296.206748;2.6136;0
0.278788775;34.3380565;569.5857044;2.5352;0
0.281380972;468.593504;386.4674904;3.1948;0
0.281901164;295.6739141;386.546971;3.533;0
0.282062697;522.422724;312.3323705;3.2602;0
0.282622587;563.9979678;334.8503518;2.5727;0
0.282805476;258.7939991;324.8738291;3.2695;0
0.283127447;342.4706433;493.1925261;2.7761;0
0.284065982;261.1672668;513.1296475;2.5297;0
0.284631348;296.1441876;386.8134216;3.1013;0
0.286220123;314.5004646;293.7487925;2.9238;0
0.286338125;281.0831511;329.7729305;2.5877;0
0.286580151;383.4126353;455.6358318;3.0526;0
0.289416016;279.4811754;330.32577;2.5564;0
0.291109377;300.1517564;359.8888406;2.8737;0
0.291473511;473.4139082;476.7174695;2.9614;0
0.294465708;275.4811604;493.1572361;3.203;0
0.294573306;275.0032724;494.1465582;2.5518;0
0.29626475;109.482082;340.7987278;3.3285;0
0.296488159;107.031972;338.4975283;2.6544;0
0.300804107;304.2201235;500.5533291;3.2314;0
0.305897604;372.5877066;466.9857113;2.8903;0
0.311222177;47.3713006;526.3164959;2.6188;0
0.314103491;167.6562761;361.0398478;2.6666;0
0.314157153;167.733462;361.0735266;3.435;0
0.314307461;167.7227823;360.3571935;2.5224;0
0.321384531;291.2362228;506.6107509;2.6585;0
0.321442574;291.2470175;506.7864022;2.5468;0
0.321915127;318.6666525;541.7362664;3.0156;0
0.322459959;307.2637055;296.9404382;2.5955;0
0.322615469;307.653153;299.0543709;4.4173;0
0.322663929;308.204423;298.4011111;2.9455;0
0.322789322;302.9855069;303.2474546;3.5571;0
0.32321013;448.5447599;305.1060011;2.7184;0
0.323307598;306.6127182;297.2257686;2.8381;0
0.32339165;306.4340934;297.8061721;3.5671;0
0.323660233;303.4127449;294.3235345;2.6727;0
0.324505681;307.4971896;318.4802655;2.8525;0
0.324805202;167.5500472;361.0094116;3.1322;0
0.325298015;318.1089644;542.4571617;2.9722;0
0.327249555;160.8459536;372.1350343;2.6516;0
0.328187543;274.1395138;479.7452261;2.5191;0
0.328409582;261.553947;521.8509992;2.5622;0
0.332689938;305.4207542;299.5911579;2.6806;0
0.333007803;320.0754956;267.634934;2.6158;0
0.336075291;302.8789202;293.4467247;2.6768;0
0.33975332;303.2935433;293.234155;2.8193;0
0.34027488;301.9985079;301.2026255;3.2591;0
0.340285284;301.2471083;302.7376587;2.5583;0
0.34128104;304.1471619;300.627923;2.7069;0
0.341349487;301.6826279;300.1867669;2.8038;0
0.342381109;169.3556879;373.5496537;2.5668;0
0.342577139;377.8730462;455.8766529;2.7781;0
0.343332512;168.1178537;362.6679296;2.5979;0
0.343590418;484.3554586;140.2399281;2.7191;0
0.346040246;502.921433;116.1144738;3.1598;0
0.346058316;507.427238;109.8837256;3.147;0
0.346940178;502.7774039;114.9128006;2.7345;0
0.348628611;368.2273836;525.8478391;2.9539;0
0.351147707;481.1242988;398.9118452;2.6568;0
0.352509514;522.7603687;58.8596793;3.0114;0
0.353198631;53.9525629;571.1298798;2.7361;0
0.353868309;268.706123;522.172832;3.3891;0
0.35474935;278.4504894;514.1008001;3.1969;0
0.355483641;267.7682083;522.816118;2.6573;0
0.364490075;530.3083642;56.020824;2.5078;0
0.369822313;313.9637645;302.6731359;2.6783;0
0.381821766;57.9567727;570.8850762;2.9734;0
0.382003833;187.5697561;506.4606086;2.5924;0
0.384398905;263.3845059;522.4766365;2.6516;0
0.385690897;511.7041511;119.6395294;2.8144;0
0.386376454;512.0109883;119.1287204;2.6374;0
0.388417522;52.7185891;572.2872158;2.6346;0
0.389448049;169.6845631;370.554974;4.054;0
0.389496509;166.8842389;367.2091714;2.5375;0
0.389521697;166.8706879;367.5729293;3.0229;0
0.389725394;174.0423154;369.8670626;2.9575;0
0.389825873;171.4254994;368.7859696;2.9523;0
0.390175496;168.812983;367.4127203;4.437;0
0.390176318;177.361822;374.0892864;3.9394;0
0.390189185;168.0882076;366.5206987;2.9135;0
0.390192197;103.3641781;448.8590366;2.5036;0
0.390250787;168.6996513;367.7732457;3.7434;0
0.390284736;168.4313009;356.207904;3.5908;0
0.390286379;175.9785361;369.8662785;3.0279;0
0.390330185;163.3474957;384.3214303;2.8147;0
0.390425736;164.5863794;356.1352692;3.0169;0
0.390432033;39.0967893;560.1734823;3.1412;0
0.39053963;170.489147;370.4604061;3.0672;0
0.39053963;167.9146065;360.6367046;2.9076;0
0.390632717;170.4737124;370.0686787;2.6103;0
0.390742505;173.2142648;369.5081722;3.196;0
0.391053799;52.9670514;572.14111;2.9682;0
0.391148528;168.1718702;360.2571467;2.9884;0
0.391263792;51.0365598;569.3441094;3.1411;0
0.391716359;163.4343247;333.5340472;2.5338;0
0.391787269;179.3064975;377.03321;3.0409;0
0.392985079;554.5073727;83.0407496;3.6844;0
0.393066119;200.608032;404.0675068;2.9241;0
0.393317728;181.0961314;552.5376692;2.5012;0
0.39487091;170.0791962;370.2880061;3.406;0
0.395088569;171.445399;370.6674403;2.5063;0
0.396635455;554.9741774;74.7622432;2.9595;0
0.398259548;165.6309929;375.312884;2.5498;0
0.398632444;132.9203293;571.7298524;2.6318;0
0.399475702;266.6390913;519.7027673;2.6101;0
0.40558768;195.4107517;475.4993305;2.5555;0
0.406081314;505.7073558;124.9608269;2.6216;0
0.406113073;166.2607306;372.3467695;2.7202;0
0.406214921;508.4898585;127.2277534;3.3275;0
0.40953128;48.3504129;364.314186;3.394;0
0.40998987;507.6927428;126.6154979;3.0159;0
0.411463381;476.7148994;370.0649025;2.779;0
0.41151102;152.2636685;372.7983428;2.755;0
0.411582752;476.7570396;370.2384898;3.3168;0
0.413078439;150.2883474;386.293498;3.012;0
0.413200548;152.4058796;373.1886718;2.6369;0
0.416848186;265.6913071;518.8234888;2.9718;0
0.419437098;214.5011623;499.1542305;2.752;0
0.419468857;212.9946956;498.8236108;2.8412;0
0.420243943;369.6595478;521.7244296;2.5846;0
0.42211499;275.789937;327.9666455;2.7431;0
0.422386585;466.7889331;360.6580781;4.5373;0
0.422393977;465.446564;369.5033519;2.6333;0
0.422395619;468.1457156;372.2757798;3.1606;0
0.42253963;460.0858054;355.6703807;2.7739;0
0.422697057;338.877244;529.8353508;3.0206;0
0.423752225;468.2542345;357.5006878;2.655;0
0.425268994;496.9271363;362.76451;2.6687;0
0.427468583;25.6191353;554.5449359;3.4903;0
0.427587953;489.6003397;317.0989922;2.6607;0
0.429135934;484.1071946;139.8782325;2.6376;0
0.429773032;467.9913388;360.7280142;3.1532;0
0.43139384;535.4145565;342.5298519;2.5931;0
0.431690075;490.3574888;81.6254969;3.0814;0
0.434931964;490.4692782;135.0957737;2.8489;0
0.435525257;135.1330295;558.0763445;2.7198;0
0.435828337;470.2633669;382.2510354;2.5057;0
0.436031485;490.5928128;134.7652642;2.7661;0
0.436494456;179.0871193;374.946558;2.7939;0
0.440550034;271.1882005;515.7255756;2.6352;0
0.442348255;37.0283741;543.141442;2.9334;0
0.443237509;303.9403166;293.9401646;3.0438;0
0.445275838;179.3099769;375.0239847;3.4678;0
0.445312799;177.5949275;376.968984;3.0916;0
0.445399316;90.0752379;54.5676127;2.5841;0
0.447410541;153.6332761;360.2259996;3.9919;0
0.447554004;303.8905906;294.3428778;2.9807;0
0.447596988;153.7162155;360.5957535;2.5592;0
0.448518001;152.9368087;360.4863271;3.0051;0
0.448752361;27.430511;554.040555;3.4076;0
0.453359343;44.8158228;431.8323095;2.8247;0
0.454761396;55.018893;510.3158777;3.2864;0
0.454948118;26.9090407;550.4197359;2.623;0
0.455317454;56.890081;510.6133721;2.5076;0
0.457235592;512.6773559;366.5721699;2.543;0
0.461322656;362.5663086;529.2362933;2.8113;0
0.461336893;154.1401996;360.8625013;2.938;0
0.462407118;168.8373111;369.9645014;2.9054;0
0.462756742;512.4000148;366.8729188;2.5489;0
0.463549897;408.3021583;213.9974217;2.6606;0
0.463708966;317.0408054;282.0539191;4.3163;0
0.464170294;249.7175643;470.9641365;3.0572;0
0.467075702;274.9328893;522.5045124;2.5737;0
0.469772758;168.0232423;368.3430633;3.1441;0
0.473196715;273.3721659;527.6818436;3.7412;0
0.473235044;515.3463913;125.2017756;2.8399;0
0.473272553;312.594465;548.5183203;2.6881;0
0.474643395;275.5654283;526.5832773;3.3228;0
0.475616153;175.0793929;559.2147615;3.2004;0
0.47563614;165.0066745;360.9804471;2.9255;0
0.477044216;266.2979597;497.9463807;3.0028;0
0.477406434;266.6959401;498.0573356;2.5008;0
0.477654757;163.2612002;371.0032412;2.9349;0
0.478435044;264.382051;496.5966075;2.9937;0
0.478568378;56.9289218;510.6372425;3.7653;0
0.478767693;264.2683498;496.5343834;2.6239;0
0.481474333;449.8240508;512.9004807;2.8872;0
0.483357153;400.1502239;410.1731375;3.0627;0
0.484693224;257.8210944;516.5332448;2.6096;0
0.489300753;281.7610712;483.9481476;2.6349;0
0.489303491;281.4385539;484.1357421;2.5971;0
0.49361232;490.7765527;393.0305528;3.7165;0
0.49363614;490.4581949;392.6081477;3.7232;0
0.494012047;483.8648113;381.8653206;2.54;0
0.494088433;369.4786115;522.1993435;2.503;0
0.4950987;168.099132;569.0632149;2.9627;0
0.495991513;490.5643383;394.184779;3.1167;0
0.497600821;480.7092262;404.8913428;3.0321;0
0.50239206;302.6907354;280.5769409;2.5295;0
0.503496783;299.759773;278.8048403;2.7402;0
0.504072553;314.0401078;179.1683036;2.7041;0
0.504381109;301.4512087;279.3306942;2.8608;0
0.50516742;36.6847506;480.9969461;3.0599;0
0.513982752;342.2200944;524.2888503;2.7822;0
0.516484326;317.5940862;508.0692509;2.7714;0
0.516782478;495.2728237;351.9683957;3.2264;0
0.516879945;462.9126471;317.3461108;2.6927;0
0.51713347;154.3460687;362.9196403;2.641;0
0.517775222;241.1155363;479.9240985;2.5257;0
0.518814237;270.3263041;529.6386591;2.6533;0
0.524968104;314.051265;293.3825517;3.3282;0
0.525226831;153.6826521;369.4436594;2.7477;0
0.52649692;248.8594237;535.1460666;2.9498;0
0.526855852;153.8462509;371.01861;2.6168;0
0.526916085;366.466494;515.3160566;2.7293;0
0.52798193;66.4772677;513.379718;2.539;0
0.530255989;512.6471069;347.6952277;3.0677;0
0.5365295;46.7328352;547.0195476;2.5771;0
0.549385079;378.5132011;455.8930339;2.9979;0
0.550387406;495.9281783;367.9752064;2.7351;0
0.552444627;487.4172488;356.8057535;3.0906;0
0.557567693;317.5752993;282.3089525;2.7354;0
0.5590705;314.2404961;293.37293;2.6762;0
0.559325667;382.6115374;259.9727145;2.8486;0
0.563109651;295.392703;507.1328561;2.6204;0
0.568220123;415.9747609;286.9616605;2.6795;0
0.569039836;185.1250199;584.9397637;3.0437;0
0.572607529;276.334746;528.5271889;2.6555;0
0.580065708;275.9812865;511.9082486;3.1239;0
0.581344559;273.4796097;527.5690012;3.4067;0
0.581427789;49.7193785;564.9696902;2.5762;0
0.582028474;273.3375252;528.1185875;2.6032;0
0.582916085;331.5413335;468.5481448;3.2296;0
0.582955236;334.6065237;468.0068725;2.6495;0
0.583127447;330.9000001;468.6153744;2.9961;0
0.58329117;300.7161214;303.0333735;3.0552;0
0.585298289;263.1417011;308.4876211;2.7348;0
0.588222313;544.9486479;339.7774347;2.8863;0
0.591037919;273.3564733;528.0469299;2.7399;0
0.59136345;332.8260389;525.7127236;2.5685;0
0.595123888;164.6092236;378.0903067;3.0317;0
0.596226146;323.6307878;503.3401134;2.7856;0
0.596385763;505.7311573;387.2763141;3.2307;0
0.600108419;264.2722738;284.7968038;2.7543;0
0.600166188;260.3190995;463.6244612;3.1091;0
0.601512115;122.6431995;566.1722644;2.6193;0
0.602286927;465.0098749;385.3853723;2.5261;0
0.602860233;304.3379545;474.7122422;2.6;0
0.603270637;470.8356591;390.8809206;2.6742;0
0.609721561;313.0664566;292.684827;2.6648;0
0.610943463;466.6193772;381.9198518;2.8293;0
0.611034908;466.8092527;384.9662389;2.6356;0
0.61784668;291.9387475;470.0544759;3.2531;0
0.618648871;161.9783703;370.7710308;3.045;0
0.625562218;279.8822596;522.2489295;2.5254;0
0.633345654;215.9839186;509.3387233;3.6481;0
0.633631211;325.9774676;494.9728032;2.7026;0
0.633764819;334.9855043;498.9186392;3.2016;0
0.633993977;221.1494525;502.4670492;2.5812;0
0.634344148;153.6463521;598.7387585;3.0433;0
0.634732923;172.9452244;369.0938247;5.006;0
0.634738398;176.1341576;367.9369854;2.6661;0
0.63474141;171.1607166;369.5107959;2.534;0
0.634747159;152.2205;407.0540266;3.5834;0
0.634750445;183.7265618;389.1591776;2.6073;0
0.634753457;191.1859815;354.5435694;2.6764;0
0.634754004;172.6592673;372.9483775;2.699;0
0.634763039;163.2514845;377.2660334;2.5518;0
0.634772621;152.405295;407.8189099;2.8867;0
0.634783847;161.492376;390.2596636;2.9935;0
0.634801916;175.2213575;367.5349837;2.5631;0
0.63480794;170.7369575;369.2455114;2.7672;0
0.634841068;212.6788976;367.0259472;3.1874;0
0.634853662;152.6551218;407.6678375;2.5852;0
0.634900753;174.2297851;371.7102529;2.6112;0
0.635058179;177.6213208;363.2129581;2.5623;0
0.635066667;159.0062359;342.0898371;2.8183;0
0.635136482;94.0857179;324.4773325;2.6209;0
0.635222724;161.1003216;405.1976826;2.871;0
0.635225462;169.0500629;370.9975562;2.565;0
0.635412731;198.304143;58.9197873;2.6487;0
0.635977002;160.7689353;348.9901483;2.7991;0
0.636091444;173.5928059;366.2500979;3.3213;0
0.63630883;172.5449105;367.469421;2.5948;0
0.636904586;180.4167411;368.0738402;2.9601;0
0.637083641;90.4483367;381.6520168;2.5813;0
0.637819028;172.8976162;370.3187451;3.6531;0
0.637993703;151.7125633;591.9375262;2.6436;0
0.63885065;326.3115356;81.2063257;2.6874;0
0.639076523;170.7255763;370.6979876;2.6247;0
0.639715537;293.111647;299.6744452;3.4978;0
0.640277618;164.3964517;371.3003501;2.7795;0
0.643065572;57.0533752;424.3392387;3.1875;0
0.643118412;59.9130966;426.5894722;3.1339;0
0.645636687;282.2141918;502.6209799;2.5993;0
0.649814648;188.6139166;582.7571933;2.6895;0
0.649817385;189.9530472;585.9660217;3.1006;0
0.649832717;190.2136534;585.9535919;2.9336;0
0.650619302;159.1435937;342.0857002;3.0631;0
0.652560712;175.3695155;374.4385122;2.6279;0
0.655104997;49.9564987;565.0139543;3.5491;0
0.656851198;305.5213507;475.0236995;2.8842;0
0.658065161;50.6519833;564.5312315;2.5111;0
0.659714716;268.6348558;520.4668258;3.0645;0
0.659766735;194.8918062;351.1029101;2.5215;0
0.66233922;48.9464104;564.5805763;3.5547;0
0.662354278;48.7419518;564.3698785;2.6971;0
0.662469268;174.9367109;364.3687863;4.2773;0
0.662494182;177.3189589;364.3148979;2.63;0
0.66258809;175.8097418;366.3918229;3.0231;0
0.66259822;175.5840573;365.717435;2.8194;0
0.662800548;174.8190227;363.8497438;3.2741;0
0.664194114;173.8118661;366.2500424;3.7117;0
0.664468172;175.0082459;365.2555854;2.5532;0
0.666513895;289.254733;503.5550809;4.4708;0
0.666537714;285.7985592;520.6341076;5.0793;0
0.666554415;397.2560398;382.7604821;2.8365;0
0.666554962;255.613288;553.5361496;2.6;0
0.66655551;302.7343375;528.9606219;2.6158;0
0.666555784;283.4588586;451.9442421;2.5082;0
0.666562081;291.3047874;513.3310255;2.6024;0
0.666585352;289.5857582;502.6228766;2.7161;0
0.66658809;446.1742065;8.8353097;2.5784;0
0.666631896;282.7136382;523.611392;2.6186;0
0.666703901;310.8063681;496.2286673;2.5877;0
0.666718412;511.7352058;506.4210032;2.685;0
0.666729637;511.4001469;506.0312954;3.6643;0
0.666761123;279.4712622;518.9745518;3.2339;0
0.666822998;266.9877467;579.5369624;3.286;0
0.666862423;81.6649324;364.2978674;2.5177;0
0.666914442;80.299918;366.5600758;2.5241;0
0.667047228;288.81531;517.4839579;3.1186;0
0.667134565;268.536825;521.8881217;2.73;0
0.667373032;291.2398863;502.7597928;3.2812;0
0.667374401;291.746889;501.8937478;2.7119;0
0.667982478;157.7882327;366.4360813;2.8556;0
0.668111431;287.9686784;523.3070258;2.8708;0
0.668526762;256.5277002;445.1189428;3.3267;0
0.668877481;302.7643545;305.0671049;2.5689;0
0.669201916;289.7574695;503.1548116;2.8215;0
0.669285969;42.8202104;583.6946743;2.8057;0
0.669551814;320.3117577;520.1109451;2.5416;0
0.669983299;256.9473432;444.7667688;2.5736;0
0.670056674;289.9640203;519.0766504;3.8286;0
0.670260096;289.5081757;519.5299835;3.5226;0
0.670300616;264.5822513;496.505809;3.3325;0
0.670354004;287.4875669;524.7272952;3.3194;0
0.670406297;288.0829379;522.9573116;2.9794;0
0.670652977;287.9278958;522.9271664;3.6314;0
0.671182204;287.8026826;524.8159352;2.8257;0
0.671664339;279.3210418;487.8463054;2.7369;0
0.672379192;284.4664991;501.8188575;2.5798;0
0.67278768;292.7807775;512.7804503;2.7532;0
0.673677481;287.6204484;520.7779177;3.6391;0
0.673750034;290.1493906;519.2192947;2.6611;0
0.674317591;281.1990657;516.5272532;2.5709;0
0.675519233;272.664179;509.2644531;2.6708;0
0.67627269;279.5160841;518.0846087;2.5275;0
0.676917454;49.1836754;566.6254223;4.3096;0
0.677000411;54.6544508;571.6924855;2.5508;0
0.677027242;34.3790731;561.1023951;2.7304;0
0.677380424;49.1234649;569.597579;2.7048;0
0.67760794;49.5956479;564.8322397;2.8196;0
0.677893498;175.106557;360.340454;2.5462;0
0.679011088;162.8997848;352.0031741;4.0097;0
0.679013005;161.7553324;351.3094801;2.8691;0
0.679808624;229.3105319;302.349306;2.9364;0
0.67996386;233.0369119;302.9390314;3.0179;0
0.682606434;350.512965;522.9485414;2.5939;0
0.684430664;163.1708142;350.6182497;2.6232;0
0.685276386;44.3937836;571.0535496;2.6655;0
